,title,num_comments,link,text,comments,toxicity,fem,masc,eng_title,eng_comments
451,"В Андижане задержали мужчину, который за $50 тыс. обещал помочь с приобретением земли",0,https://uznews.uz/posts/5180,"В ходе проведенного сотрудниками Департамента при Генпрокуратуре и СГБ оперативного мероприятия задержан гражданин У.Н., обещавший через высокопоставленных знакомых помочь с оформлением земельного участка в промышленной зоне в Андижане. Правонарушитель был задержан при получении $20 тыс. из оговоренных ранее $50 тыс. Против У.Н. возбуждено уголовное дело по статье 168 (мошенничество) и 211 (дача взятки) Уголовного кодекса. В данный момент проводятся следственные мероприятия. ",[],"[0.0, 0.0]",0,1,"There was a man in Andijan who promised to help buy land for $50,000.",[]
452,Замдиректора школы убил свою жену из-за переписки в Telegram,8,https://uznews.uz/posts/5187,"31 марта, примерно в 04:30, 35-летний Х.М., который работает заместителем директора общеобразовательной школы в районе Дустлик Джизакской области, убил свою жену М.М. Об этом сообщили в прокуратуре Джизакской области. Выяснилось, что мужчина прочитал переписку жены в мессенджере Telegram и после этого между ними возник конфликт. Во время ссоры Х.М. дважды ударил М.М. в область шеи кухонным ножом. По предварительному заключению судебно-медицинской экспертизы, причиной смерти М.М. стало «сильное кровотечение из-за ножевого ранения в шею». По данному факту возбуждено уголовное дело по ч. 1 ст. 97 УК РУз (Умышленное убийство). Ведется следствие. ","['Йигитмас хотини денг. Хотини перепискамини куриб колган.', '«сильное кровотечение из-за ножевого ранения в шею» а нафига экспертизу делали?! ', 'Куда смотрит министерство образования. Ставят на такие ответственные посты, психически не уравновешенных людей. Как везде устроился по блату наверное? Хорошо что не в школе перемкнул.', 'Парол куймаптида йигит телефонига....']","[0.49414033, 0.5058597]",1,1,The deputy director of the school killed his wife because of correspondence at Telegram.,"'Yigitmas Hotini Deng, Hotini e-mail kurib cologan.', 'A severe bleeding from a knife wound to the neck', 'and did the fucking forensics? ', where does the Ministry of Education look. Betting on such positions of responsibility, mentally unbalanced people. How did you get on the blatte? Good thing you didn't jump in the school.', 'Parol Cuimaptide yigit phone...']"
453,Оперативники пресекли попытку сбыта почти $25 тысяч фальшивых купюр,0,https://uznews.uz/posts/5191,"В ходе оперативного мероприятия, проведенного сотрудниками ОУР и СГБ Ферганской области, 31 марта в чайхане «Замин» города Коканда были задержаны трое граждан, пытавшихся продать фальшивые доллары. Выяснилось, что 42-летний К.А., 36-летний Ш.А. и 48-летний А.Ф изготовили на цветном принтере $24850, которые пытались продать условному покупателю за $10000. По данному факту Следственным отделом при УКД ОВД города Коканда возбуждено уголовное дело по п. «а» ч.3 ст.176 УК РУз (Изготовление, сбыт поддельных денег, акцизных марок или ценных бумаг в особо крупном размере). Ведется следствие. ",[],"[0.0, 0.0]",0,1,"The operatives stopped trying to sell almost $25,000 of fake bills.",[]
454,"Вынесен приговор в отношении мужчин, похитивших и вскрывших 7 платежных терминалов в Ташкенте",4,https://uznews.uz/posts/5200,"Как мы сообщали ранее, в период с 15 декабря 2020 года по 2 января текущего года двое мужчин в общей сложности обокрали 7 платёжных терминалов, взломали их и похитили находящиеся внутри денежные средства. Деньги были потрачены на собственные нужды. По данному факту в отношении подозреваемых, уроженца Ташкента Дильшода, 1990 г.р. и ранее судимого Рамзиддина, 1989 г.р. было возбуждено уголовное дело по п.«а», ч. 3, статьи 169 УК РУз (Кража, совершенная повторно или опасным рецидивистом). Яшнабадским районным судом по уголовным делам в отношении мужчин был вынесен приговор. Как говорится в сообщении пресс-службы районного суда, подозреваемые граждане были признаны виновными по п.«а», ч. 3, статьи 169 УК РУз. Им назначено наказание в виде лишения свободы на 5 лет. С подсудимых поручено взыскать материальный ущерб в размере 39,1 млн сумов в пользу ООО UZPAYNET, 13 млн сумов в пользу ООО PAYFLOW, 19 млн сумов в пользу ООО MULTIPAY и 20,4 млн сумов в пользу ЧП MYKIOSK. ","['137000 сум, такая прибыль за пять лет, стрёмно. Дураки.', 'да, ребята, работать надо, а не воровать. вы ничем не лучше работяг пашущих с утра до вечера 6-7 дней в неделю за 2-3 млн. сум.']","[0.99747396, 0.0025260192]",0,2,Sentencing of men who abducted and opened 7 payment terminals in Tashkent,"You guys should work, not steal. You're no better than a laborer working from morning to evening six or seven days a week for two or three million sum."
455,"Таможенники пресекли незаконный вывоз нумизматической коллекции, состоявшей из монет XX века",6,https://uznews.uz/posts/5278,"На приграничном таможенном посту «Даут-ата» Управления ГТК по Республике Каракалпакстан был досмотрен выезжающий из страны грузовой автомобиль Mercedes-Benz. Об этом сообщили в пресс-службе ГТК. В ходе проведения таможенного контроля выяснилось, что водитель автомобиля пытался вывезти из Узбекистана культурные ценности, в том числе и предметы нумизматики, сокрыв их от таможенного контроля. Согласно результатам экспертизы, обнаруженная нумизматическая коллекция, состоявшая из 131 монеты, была отчеканена примерно в 30 странах мира в разное время прошлого века, 33 из которых представляли историческую ценность. Помимо предметов нумизматики, гражданин пытался незаконно вывезти шерстяные ковры ручной работы и несколько статуэток, представлявших ценность культурного значения. В настоящее время по выявленному факту проводятся таможенные проверки и следственные действия. Напомним, согласно действующему порядку, культурные ценности, созданные 50 и более лет тому назад, не подлежат вывозу из Узбекистана. ","['По закону вывозить можно, но требуется получить заключение Министерства культуры Республики Узбекистан.\n', 'А что ты хотел? Страна лимония.', 'Да уж круто. Если мне прадед оставил именую вещь. И я уежяю с Узбекистана. Я немогу это вывести. По закону республике Узбекистан. Остоется один выход это унечтожить. Расплавить разбить жечь. ']","[0.48913732, 0.51086265]",0,1,Customs officers have stopped the illegal export of a 20th-century numism collection of coins.,"It's okay. 'It's cool. 'If my great-grandfather left my name, and I'm leaving Uzbekistan, I can't get it out. 'It's the law of the Republic of Uzbekistan."
456,"Подростки разобрали рельсы и сдали в металлолом, чтобы получить деньги на компьютерные игры",16,https://uznews.uz/posts/5288,"По информации МВД Узбекистана, в результате оперативно-профилактических мер на станции «Келес» в Ташкентской области был предотвращен факт кражи комплектующих от железнодорожных путей. Выяснилось, что у 16-летнего подростка К.Ш. закончились деньги во время игры в компьютерном зале. Ему понадобилось еще 10 тыс. сумов для продолжения игры. Для этого он направился к железнодорожным рельсам, где вырвал с земли коробку-устройство «УПМ24-4», соединяющее кабельные муфты, стоимостью 1 млн 460 тыс. сумов. Не справившись с коробкой самостоятельно, он позвал своего 17-летнего знакомого У.К. После они сломали коробки «УПМ-4» и «УКМ 12-4», общей стоимостью 624 тыс. сумов,  и направились в ближайший пункт по приему вторичного черного металла. В настоящее время по данному факту в отношении законных представителей несовершеннолетних оформлены документы на основе ст. 47 КоАО РУз (Невыполнение обязанностей по воспитанию и обучению детей), которые направлены для принятия законных мер в межрайонную комиссию по делам несовершеннолетних. Родителей несовершеннолетних обязали возместить ущерб в размере 946 тыс. сумов, нанесенный предприятию «Тошкент сигналлаштириш ва алоқа дистанцияси». Напомним, согласно ст.47 КоАО РУз, невыполнение родителями или лицами, их заменяющими, обязанностей по воспитанию и обучению несовершеннолетних детей, в том числе повлекшее совершение несовершеннолетним административного правонарушения влечет наложение штрафа от 1 до 5 БРВ. ","['Iskandar Toymurodov, когда в голове пусто, никакой змей в маске не поможет. маск, кстати, к себе на работу берёт не тех кто по ночным клубам шарахался, а тех кто ботанил до усрачки и знания получал. ну а ты и дальше сиди и жди у моря погоды, чтоб потом на стройке мешки с цементом таскать.', 'Нет ну вы подумайте, ночные клубы в Учтепинском районе мешают учится (закрыть!), тут выдают статью о комп.клубах. Я тоже сбегал со школы на компы и знаете почему? \n- потому что в наших школах нууууууудноооо - очень. Не интересно. Не учат нифига. Вы боритесь с последствиями, а надо то с причиной! Берите пример с Илона Маска. Про его школу прочтите. ', 'да, и это на фоне лекций наших местных игспердов от игропрома, утверждающих что игры для детей - это только плюс.', 'Пацан к успеху шел', 'не фортануло', 'Это они топором рельсы рубили????\n', 'Надо их к труду на железной дороге привлечь, пусть поймут что это труд. А так же что это не в компьютер играть. Ничего что 16 и 17 они справятся. ', 'Это в Туйтепе, нет?']","[0.5362017, 0.46379825]",0,1,The teenagers took out the tracks and turned them into scrap metal to get money for computer games.,"[Iskandar Toymurodov, when it's empty in your head, no snakes in a mask will help. The mask, by the way, doesn't hire people who used night clubs to bludgeon, but those who bastarded to death and knowledge got it. Well, you're gonna sit by the sea and wait for the weather so that they can carry cement bags later. 'No, don't you think, the night clubs in the Accounting District aren't doing it, they're doing it, they're doing it, they're doing it, they're doing it, they're doing it, they're doing it, they're doing it, they're doing it, they're doing it, they're doing it, they're doing it, they're doing it, they' they're doing it, they're doing it, they're doing it,"
457,В Ташкенте задержаны двое молодых людей при продаже пистолета АПС за $2000 — видео,10,https://uznews.uz/posts/5305,"В ходе оперативного мероприятия, проведенного сотрудниками отдела по борьбе с организованной преступностью и незаконным оборотом оружия УУР ГУВД г. Ташкента, была пресечена незаконная продажа оружия. Об этом сообщили в пресс-службе столичного ГУВД. В Яшнабадском районе Ташкента был задержан гражданин по имени Рустам, 1998 г.р., при продаже огнестрельного оружия за $2000. В ходе допроса Рустам сказал, что нашел оружие вместе со своим другом Улугбеком, 1998 г.р. После этого, оружие было спрятано в доме Улугбека для последующей продажи. В результате обыска, проведенного в доме Улугбека, пистолет АПС был изъят в качестве вещественного доказательства. Согласно заключению экспертно-криминалистического центра ГУВД, оружие пригодно для стрельбы. По данному факту возбуждено уголовное дело по статье 248 УК РУз (Незаконное владение оружием, боевыми припасами, взрывчатыми веществами или взрывными устройствами). Ведется следствие. ","['Дмитрий, не Сечкина, а Стечкина, как-то так...', 'Шедевр СССР. Автоматический пистолет Сечкина 9 мм. ', 'Хорошее оружие, где ""нашли"" не сказали?', 'та не, это Отвертка, че вы', 'та не, это Отвертка, че вы']","[0.6295553, 0.3704447]",0,1,"In Tashkent, two young people were detained when an APS gun was sold for $2,000 — a video","'Dmitri, not Secchina, but Stecchina, like this...', 'Shedevre of the USSR. 'Sechinan's automatic pistol 9 mm.', 'Good weapon where they didn't say?', 'it's not, it's a screwdriver, what are you, 'it's not, it's a screwdriver, what are you'?"
458,В аэропорту Ташкента задержали 25-летнего узбекистанца по подозрению в участии в «Хизб ут-Тахрир»,6,https://uznews.uz/posts/5318,"В ходе оперативного мероприятия, проведенного сотрудниками МВД в аэропорту Ташкента задержан уроженец Дехканабадского района Кашкадарьинской области Х.Р., 1996 года рождения, прилетевший авиарейсом «Новосибирск-Ташкент». Об этом сообщили в пресс-службе МВД. В ходе беседы с ним стало известно, что он во время работы в России попал под влияние террористической организации «Хизбут-тахрир», в памяти принадлежавших ему телефонных аппаратов Vertex и Redmi хранил запрещенные материалы религиозного характера, которые распространял среди своих знакомых. Его телефонные аппараты были изъяты с целью дальнейшей проверки и оформлены с участием понятых. По данному факту в отношении Х.Р. Следственным управлением СГБ РУз возбуждено уголовное дело по соответствующей статье УК РУз. ","['когда в голове пустота, туда любят поселятся религиозные догмы, к сожалению радикальные. а отчего у таких как он пустота в голове?', 'Хорошая работа, но это только начало сезона, скоро фанатики активируются, работы будет много. Помните амнистия была,они не згинули, и не стали другими, проверяйте тов.силовики.', 'Религиозные фанатики слетаются в страну, к ним здесь власть относится благосклонно...']","[0.42005715, 0.5799429]",0,1,A 25-year-old Uzbek was detained at Tashkent airport on suspicion of participating in the Hizb Ut-Tahrir,"'When there's a void in the head, religious dogmas, unfortunately radicals, and why do people like him have a void in his head?', 'Good work, but it's only the beginning of the season, fanatics are about to activate, work is going to be a lot. Remember amnesty was, they weren't hysterical, and they weren't different, check tov.silovikis.', 'Religious fanatics are coming to the country, to them power is favourable...']"
459,В Ташобласти 15-летняя девушка шантажировала супругов распространением личных фото и видео,20,https://uznews.uz/posts/5322,"25 марта 36-летний М.Г. обратился в ОВД города Бекабада с заявлением, в котором просил принять меры в отношении неизвестной девушки, шантажировавшей распространением материалов личного характера. Об этом сообщили в Следственном департаменте при МВД. Выяснилось, что несовершеннолетняя девочка позвонила гражданину М.Г. на мобильный телефон с номера, которым ранее пользовалась его супруга, и грозилась распространить в соцсетях фотографии и видеозаписи, которые супруги хотели оставить в секрете. В обмен на молчание неизвестная потребовала у М.Г. 5 млн сумов. В ходе оперативного мероприятия девушка была задержана при получении $500, которые потерпевший передал через водителя такси. Установлено, что преступление совершила 15-летняя ученица 9-го класса М.Х., которая приобрела абонентский номер для собственного пользования. После того, как девушка открыла мессенджер Telegram, в приложении были восстановлены все фотографии и видеозаписи старого абонента. По данному факту в отношении М.Х. возбужденно уголовное дело по ч. 1 ст. 165 УК РУз (Вымогательство). Ведется следствие. Напомним, за совершение данного вида преступления предусмотрена уголовная ответственность в виде ограничения свободы от 3 до 5 лет, либо лишения свободы от 3 до 5 лет. ","['Комол, не имел ввиду конкретно вас, мой камент обо всех людях хранящих личные данные таким образом. но если конкретно о вас, то хранить ""ценные информации рабочие, контакты"" в облаках - тоже глупость.', 'Карим Каримов, говоря о облачном пароле в телеграм я не имел ввиду прятать свои интимные фото. Есть вещи гораздо ценнее тупых фотографий, это может быть ценные информации рабочие. контакты и т.д.\nP.S: Не фантазируйте, я никогда не делал интимные фотографии. Альхамдулиллах не болею такой болезнью. ', 'Комол, а если точнее не храните свои интимные видосики и фоточки в облаках.', 'о, домашку постили в телеграме? ну молодцы, чё, продвинутые чуваки. это к вопросу о том: ""кому мы нужны в сети?"" как говорится для каждой фионы найдётся свой шрек.', 'Предприимчивая сучка растет.', 'Ах тварь малолетняя  ей 15 а уже тварь гнилая надеюсь мощных звездулей получит от родителей ', 'Ей о учёбе думать надо, а она шантаж исполняет. Вырастет дать прикурить ещё...', '1. Как 15 летняя могла приобрести номер телефона?\n2. Разве статья за шантаж и вымогательство применима к 15 летнему ребёнку? На сколько помню, с 16 лет можно за это привлечь \n3. Вообще не понятно, как в век информационных технологий и прочего люди не меняют привязку номера при его замене?\n', 'Вот почему нужно ВСЕГДА ВКЛЮЧАТЬ ДВУХЭТАПНУЮ АУТОИДЕНТИФИКАЦИЮ! ', 'по этому ставьте облачный пароль для входа в телеграм. да бы избежать таких случаев. ']","[0.58035076, 0.41964927]",1,1,"In Tashoblati, a 15-year-old girl blackmailed her spouse by distributing personal photos and videos","['Comol, I didn't mean you specifically, my couch about all the people who keep personal data in this way. But if you're the one to keep ""value information workers, contacts"" in the clouds, it's stupid, too. 'Karim Karimov, speaking of cloud passwords in TV, I didn't mean to hide your intimate photos. There are things far more valuable than stupid photos, it could be valuable information working contacts, etc. \nP.S: Don't fantasize, I've never taken intimate pictures. Alhamdulilla isn't sick with this disease. ',' Comol, and if you don't actually keep your intimate videos and pictures in the clouds.', 'oh, home was sleeping in the telegram? oh, good people, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa,"
460,В МВД разъяснили ситуацию вокруг блогера Базарова и беспорядков в центре Ташкента,30,https://uznews.uz/posts/5333,"Отмечается, что в результате этого, 28 марта группа граждан, посчитавшая его призывы оскорблением своего достоинства, собралась у сквера Амира Темура, чтобы высказать своё мнение и гражданскую позицию по данному поводу. Указанной группой лиц были совершены беспорядки, общественная безопасность была поставлена под угрозу. Жесткими мерами, принятыми сотрудниками правоохранительных органов, беспорядки были прекращены. Лица, совершившие правонарушения, задержаны. «Следует также отметить, что и ранее Базаров прямые недовольства пользователей соцсетей воспринимал как личную обиду, пытался привлечь внимание представителей зарубежных стран и международных организаций за якобы оказываемое давление на лиц с нетрадиционной ориентацией в Узбекистане. Действуя под эгидой деструктивных внешних сил, а также различных международных неправительственных организаций, гражданин, несмотря на то, что гомосексуализм и подобные пороки запрещены законом в Узбекистане, пытался пропагандировать его и создавать условия для протеста и нетерпимости среди граждан. Данные действия создали предпосылки к тому, что чрезмерно эмоциональные граждане и лица с низкой правовой грамотностью в обход законодательства самостоятельно захотели принять меры, тем самым нарушив общественный порядок», — заявили в МВД. В настоящее время по факту беспорядков возбуждено уголовное дело по соответствующим статьям УК РУз, ведется следствие. ","['Его ,этого хрен блогера надо на пожизненно ,без право выхода !! Не дай бог,он породит таких же дебилов ,как сам ! Нам только этого не хватало !! \nНичтожество какое то!! ', 'почему натуралы не выходят на акции? почему эти пидары показывают свою ориентацию публично, чтобы была напряженная обстановка. сидите у себя дома и долбите друг друга в зад, будет работа у проктолога. Это делается специально, чтобы мы отвлекались от настоящих проблем. ', 'Цирк и не больше. ', 'пересмотрел не одно видео про этот случай и никак не могу найти жёсткие меры по предотвращению митинга,  хотя одно видео было в конце которого сотрудник нацгвардии тупо стоял и смотрел за происходящим,  может это и есть жёсткие меры ?)', 'Почему не пишут про детей которых они избили?', 'Россия хочет к себе тянуть ,Запад к себе , кредиты кто будет выбивать??? Армия США! Поэтому за двумя зайцами не гонитесь! Политика она такая, сейчас интересы двух держав пересекаются через Азию. Не будьте мишенью. Включите бошку', 'Ну вот такие выпадки недообщества и показывают на сколько люди грамотны. Из-за крика одного ебаната нужно сразу идти и колечить всех кто попадется под руку. Ну и плюс наше общество не только состоит из мусульман,так есть и христиане и католики,будисты. Чтож тогда они все молчат,а другие правокаторы сидят в тени. Сделали подставу всем и в кусты, потому что знают что их прикроют. Все мы люди и на дворе не 15 век чтоб устраивать самосуд. Есть органы которые ""все"" могут. ', 'У меня складывается такое мнение, что собрание ЛГБТэшников и фанатичных защитников нац. идеалов в одно и то же время и месте,--это дело одного затейника. Это было представление, а вот какой умысел был у режиссёра, в этом разбираться правоохр. органам. Но звоночек весьма тревожный.', 'Поэтому пусть лгбтшники уезжают в либеральные страны. Как вариант. ', 'Запас. Я может и не разбираюсь,но ходить по центру города и скандировать крики при которых в других странах после происходит фарш и мясо из людей это нормально. В этом ни чего страшного нет. Или выпадки фанатиков которые насмотревшись кричат надо убивать,кто не наш тому не место тут это нормально. Тут тоже ни чего страшного нет. Хорошо пусть мной тогда разбираются органы если в чем-то даже не оскорбительном я не прав.  ']","[0.44058904, 0.5594109]",0,1,The Ministry of Internal Affairs explained the situation of blogger Bazarov and the riots in the centre of Tashkent.,"He's gonna have to spend the rest of his life, without the right to leave! Don't let God, he's gonna raise the same morons as himself! We just didn't have to do it! 'Cause we don't have to do anything!' ', 'Why don't straight people go to the stock? 'Why don't these faggots show their orientation in public, 'cause there's gonna be tension in your house and you're gonna beat each other up in the ass, there's gonna be a proctologist'. 'Why don't we just get distracted by the real problems?' 'Cirk and no more.', 'Rossia's gonna pull up more than one video about this case, and I can't find hard measures to prevent the rally, though one video was at the end of which the Nazi officer was dumb and watching what was going on, maybe it was tough measures?' 'Why don't they write about the kids they beat them? '' '"
461,"Задержан водитель, пытавшийся дать взятку инспектору ДПС за езду в нетрезвом виде",8,https://uznews.uz/posts/5370,"Как сообщает пресс-служба МВД Республики Каракалпакстан, 17 марта в Тахиаташском районе в ходе рейдовых мероприятий был остановлен автомобиль, за рулем которого в состоянии алкогольного опьянения находился гражданин А.Ю. Старший инспектор капитан А. Бекбосынов оформил соответствующий протокол, однако водитель попросил инспектора ДПС не принимать мер и предложил за это 5 млн сумов. Позже капитан А. Бекбосынов обратился с рапортом на имя руководства Министерства. На основании рапорта 25 марта было проведено оперативное мероприятие, в ходе которого гражданин А.Ю. был задержан с поличным при передаче инспектору ДПС более 6 млн сумов в качестве взятки в его служебном кабинете. По данному факту Тахиаташской районной прокуратурой возбуждено уголовное дело по ч.1 ст.211 УК РУз (Дача взятки). Ведется следствие. ","['Сначала 5 миллионов  потом больше 6, странная математика', 'Неужели государство заплатит этому гайцу 6 млн.? У них кажется проценты от оформления. ', 'Столько факторов того что ДПС берут эти деньги, что нет доверия к другим. Мы знаем их такими. Нарушил, извенение передал и дальше поехал. Пьяный обкуренный.', 'Все берут, вот предлагают. Тут попался правильный (либо мало предложили) + другая республика, было б в Ташкенте. Тихо мирно решились сами.']","[0.99630934, 0.0036906581]",0,2,A driver was detained trying to bribe a DPS inspector for driving in a drunken manner.,"'At first, 5 million then more than 6, weird math,' 'Is the state going to pay that hay 6 million? 'they seem to have interest in the paperwork.' '' So many factors that the DPS takes that money, that there is no trust in others. 'We know them. 'I violated, the apology passed on and went on. 'The drunken smoked.' 'All take, here they offer. 'It's got the right (or a little offer) plus another republic, it would be in Tashkent."
462,Воры-карманники добрались до ташкентского метро,8,https://uznews.uz/posts/5372,"23 марта в Управление обеспечения безопасности в метрополитене с заявлением обратилась 24-летняя гражданка Р.Н., в котором сообщила о краже ее мобильного телефона на станции «Мирзо Улугбек». На основании данного заявления оперуполномоченными УОБ в метрополитене на станции «Буюк ипак йули» было проведено оперативное мероприятие, в ходе которого по подозрению был задержан житель поселка «Сукок» Паркентского района Ташкентской области, гражданин Б.Б. При осмотре с участием понятых у гражданина Б.Б. было обнаружено три мобильных телефона, один из которых принадлежал заявительнице. Другие два телефона, также не принадлежавшие гражданину Б.Б., были изъяты и переданы в распоряжение УОБ в метрополитене. Выяснилось, что в этот же день гражданин Б.Б. в 14:00 часов на станции «Халклар дустлиги» украл мобильный телефон у несовершеннолетней 16-летней З.М., в 19:00 на станции «Пахтакор» – мобильный телефон у 19-летней Г.Д. В настоящее время по данным фактам собраны соответствующие материалы, ведется следствие. ","['Почему не показываете преступников в лицо!? Их должны знать все, особенно таких! Или им в последствии ещё работать придётся в том же направлении? :)))', 'Модераторы, почему под ковидной новостью коментарии отключили? Проблемы? :)))', 'Сорян не по этой теме пишу комент, а по теме выше. \nЖители М.Улугбекского района так то уже как 2 недели назад вкурсе что отопление отключенно до следующей осени) кто вообще в редакции узньюс работает?! Тут только кликбейты, рекламы, дтп и убийства. Отписываюсь, не доволен!', 'самый ""умный"" карманщик, выбрал место, где всё утыкано камерами ']","[0.6974507, 0.3025493]",0,0,The burglars got to the Tashkent subway.,"Why don't you show the criminals to their faces? They should know all of them, especially them! Or they'll have to work in the same direction after that?)"
463,В Ташкенте 26-летний парень пытался украсть 82 млн сумов из банкомата,2,https://uznews.uz/posts/5394,"15 марта в 02:00 часов неизвестный пришел на территорию Мирабадского дехканского рынка, взломал железным предметом банкомат Uzcard NCR 6622, принадлежащий АКБ Мирабадского филиала Народного банка, и попытался украсть 82,08 млн сумов. Об этом сообщили в Следственном департаменте при МВД. Однако злоумышленник так и не смог закончить начатое и скрылся с места. В ходе проведённых оперативно-розыскных мероприятий было установлено, что преступление совершил 26-летний К.Э., который позже был задержан. В отношении молодого человека возбуждено уголовное дело по п. «в» ч.3 ст. 25,169 УК РУз (Кража). Ведется следствие. ",['Бедолага там-же камера. Потом в банке даных в милиции по био метрическому паспорту сравнивает компьютер. Вот результат. '],"[0.55548775, 0.44451225]",0,1,"In Tashkent, a 26-year-old boy tried to steal 82 million sum from an ATM.","And then in a bank of ducks in the police by a biometric passport, he compares the computer."
464,В Ташкентской области водитель такси завез молодую девушку в безлюдное место и ограбил,20,https://uznews.uz/posts/5446,"15 марта в 19:00 часов водитель такси Nexia-2 договорился с 19-летней З.А. отвезти её из махалли «Ханабад» Зангиатинского района до торгового комплекса «Бек-барака» за 30 тысяч сумов. Об этом сообщили в Следственном департаменте при МВД. После того, как девушка села в автомобиль, мужчина заехал в безлюдное место и забрал у неё мобильный телефон LG, золотые серьги и 150 тыс. сумов, угрожая предметом, похожим на нож. После этого водитель такси скрылся с места происшествия. В ходе проведенных оперативно-розыскных мероприятий было установлено, что преступление совершил 34-летний Д.Х. Нож, который он использовал в качестве оружия, оказался кусачками для ногтей. По данному факту в отношении Д.Х. возбуждено уголовное дело по п. «а» ч. 2 ст. 164 УК РУз (Разбой). В настоящее время мужчина заключен под стражу, ведется следствие. Напомним, что за совершение данного вида преступления предусмотрена уголовная ответственность в виде лишения свободы на срок от 8 до 10 лет. ","['Ха-ха, надо ещё срок больше дать))) Сколько тупых однако в стране, не даром говорят, тупые))) ', 'Надо чатеьлно разбираться,что-то здесь нето.', 'Что-то здесь недосказано ', 'Мне вот интересно, чем он думал. Явно у него с головой не все в порядке либо в этой истории не все досказано.', 'Вот дебил из-за 1-2 млн сум сесть за 8 лет и лишиться машины так как  будет конфискован надоже быть таким уродом, хорошо что не изнасиловал ', 'схватить 8 лет, за 1 миллион сум, мог только полный дебил !', 'Только на женский слабый пол сил хватило . Трус Сажать таких отморозков надо по всей строгости закона чтоб другие знали что за любой поступок нужно отвечать головой ', 'Только на женский слабый пол сил хватило . Трус Сажать таких отморозков надо по всей строгости закона чтоб другие знали что за любой поступок нужно отвечать головой ', 'Его надо сожат на 20 лет. ', 'в тюрьму его кончанный наркоман']","[0.34438574, 0.6556142]",1,1,"In Tashkent province, a taxi driver took a young girl to a deserted place and robbed her.","How many dumb people in the country, they don't say for free) ', 'Cause we've gotta figure out what's wrong here.', 'Something's not said here 'I'm interested in what he thought. 'Only he's got something wrong with his head or the story hasn't been told.', 'This moron's got to sit down for one to two million years and lose his car 'cause he's gonna have to be confiscated 'cause he didn't have to be such an asshole', 'cause he didn't rape ', 'cause he's eight years old, 'cause he's only got one million years old, he's only got a full dick!' ', 'Only the woman's weak half of his strength didn't have enough. 'The coward of planting such scumbags needs to be known by all the strictness of the law to be held accountable for any act', 'Only on the woman' the weak half of power, the half of the prison had enough of the prison.' 'The coward's coward of the law has to put on all the law"
